"Standard Report - Exports"
"Current date: 07/13/2019 5:44 PM (Eastern Daylight Time)"
"Measures: Value ($US)"
"Commodity","Country","Time","District","Value ($US)",
"3915 Waste, Parings And Scrap, Of Plastics","Thailand","2016","Los Angeles, CA","413,332"
"3915 Waste, Parings And Scrap, Of Plastics","Thailand","2016","New York City, NY","276,379"
"3915 Waste, Parings And Scrap, Of Plastics","Thailand","2016","Norfolk, VA","131,190"
"3915 Waste, Parings And Scrap, Of Plastics","Thailand","2016","San Francisco, CA","152,005"
"3915 Waste, Parings And Scrap, Of Plastics","Thailand","2016","Savannah, GA","217,879"
"3915 Waste, Parings And Scrap, Of Plastics","Thailand","2016","Seattle, WA","74,821"
"3915 Waste, Parings And Scrap, Of Plastics","Vietnam","2016","All Districts","19,998,550"
"3915 Waste, Parings And Scrap, Of Plastics","Vietnam","2016","Charleston, SC","2,173,035"
"3915 Waste, Parings And Scrap, Of Plastics","Vietnam","2016","Houston-Galveston, TX","992,725"
"3915 Waste, Parings And Scrap, Of Plastics","Vietnam","2016","Los Angeles, CA","6,556,381"
"3915 Waste, Parings And Scrap, Of Plastics","Vietnam","2016","New York City, NY","4,147,819"
"3915 Waste, Parings And Scrap, Of Plastics","Vietnam","2016","Norfolk, VA","2,489,291"
"3915 Waste, Parings And Scrap, Of Plastics","Vietnam","2016","San Francisco, CA","582,448"
"3915 Waste, Parings And Scrap, Of Plastics","Vietnam","2016","Savannah, GA","1,315,462"
"3915 Waste, Parings And Scrap, Of Plastics","Vietnam","2016","Seattle, WA","528,513"
"3915 Waste, Parings And Scrap, Of Plastics","Australia and Oceania","2016","All Districts","5,596,416"
"3915 Waste, Parings And Scrap, Of Plastics","Australia and Oceania","2016","Charleston, SC","3,377,807"
"3915 Waste, Parings And Scrap, Of Plastics","Australia and Oceania","2016","Houston-Galveston, TX","22,346"
"3915 Waste, Parings And Scrap, Of Plastics","Australia and Oceania","2016","Los Angeles, CA","81,011"
"3915 Waste, Parings And Scrap, Of Plastics","Australia and Oceania","2016","New York City, NY","95,126"
"3915 Waste, Parings And Scrap, Of Plastics","Australia and Oceania","2016","San Francisco, CA","104,806"
"3915 Waste, Parings And Scrap, Of Plastics","Australia and Oceania","2016","Savannah, GA","1,731,790"
"3915 Waste, Parings And Scrap, Of Plastics","Australia","2016","All Districts","5,402,783"
"3915 Waste, Parings And Scrap, Of Plastics","Australia","2016","Charleston, SC","3,346,177"
"3915 Waste, Parings And Scrap, Of Plastics","Australia","2016","Houston-Galveston, TX","7,346"
"3915 Waste, Parings And Scrap, Of Plastics","Australia","2016","Los Angeles, CA","50,239"
"3915 Waste, Parings And Scrap, Of Plastics","Australia","2016","New York City, NY","88,951"
"3915 Waste, Parings And Scrap, Of Plastics","Australia","2016","Savannah, GA","1,731,790"
"3915 Waste, Parings And Scrap, Of Plastics","Heard and McDonald Islands","2016","All Districts","15,000"
"3915 Waste, Parings And Scrap, Of Plastics","Heard and McDonald Islands","2016","Houston-Galveston, TX","15,000"
"3915 Waste, Parings And Scrap, Of Plastics","New Zealand","2016","All Districts","73,827"
"3915 Waste, Parings And Scrap, Of Plastics","New Zealand","2016","Charleston, SC","31,630"
"3915 Waste, Parings And Scrap, Of Plastics","New Zealand","2016","Los Angeles, CA","30,772"
"3915 Waste, Parings And Scrap, Of Plastics","New Zealand","2016","New York City, NY","6,175"
"3915 Waste, Parings And Scrap, Of Plastics","Samoa","2016","All Districts","104,806"
"3915 Waste, Parings And Scrap, Of Plastics","Samoa","2016","San Francisco, CA","104,806"
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","All Districts","15,032,615"
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","Charleston, SC","230,799"
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","Detroit, MI","141,027"
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","Houston-Galveston, TX","2,397,726"
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","Los Angeles, CA","561,111"
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","New York City, NY","2,334,975"
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","Norfolk, VA","312,881"
"3915 Waste, Parings And Scrap, Of Plastics","Europe","2016","San Francisco, CA","73,163"
